"itemid","name","price01","stock01"
"13444","Sardonyx Ring","10000","3"
"13445","Gold Ring","10000","1"
"13446","Mythril Ring","50000","2"
"13447","Platinum Ring","60000","17"
"13448","Emerald Ring","10000","1"
"13449","Ruby Ring","30000","2"
"13450","Diamond Ring","20000","4"
"13451","Spinel Ring","41000","0"
"13452","Sapphire Ring","10000","0"
"13453","Topaz Ring","10000","1"
"13454","Copper Ring","1000","5"
"13455","Coral Ring","20000","0"
"13456","Silver Ring","1000","6"
"13457","Beetle Ring","46000","2"
"13458","Scorpion Ring","10000","2"
"13460","Behemoth Ring","20000","0"
"13459","Horn Ring","30000","2"
"13461","Carapace Ring","10000","0"
"13462","Death Ring","10000","0"
"13463","Angel's Ring","20000","5"
"13464","Demon's Ring","10000","6"
"13465","Brass Ring","50000","15"
"13467","Dragon Ring","10000","4"
"13466","Orichalcum Ring","100000","4"
"13468","Tourmaline Ring","9000","1"
"13469","Leather Ring","2000","0"
"13470","Clear Ring","10000","2"
"13471","Amethyst Ring","10000","4"
"13472","Lapis Lazuli Ring","5000","12"
"13473","Amber Ring","9000","4"
"13474","Onyx Ring","4000","2"
"13475","Hermit's Ring","10000","1"
"13476","Peridot Ring","10000","1"
"13477","Garnet Ring","40000","6"
"13478","Goshenite Ring","20000","1"
"13479","Ametrine Ring","20000","2"
"13480","Turquoise Ring","10000","4"
"13481","Sphene Ring","20000","3"
"13482","Black Ring","5000","0"
"13483","Pearl Ring","10000","1"
"13484","Jadeite Ring","20000","1"
"13485","Sun Ring","50000","1"
"13486","Zircon Ring","40000","0"
"13487","Fluorite Ring","30000","3"
"13488","Aquamarine Ring","10000","3"
"13490","Painite Ring","5000","2"
"13489","Chrysoberyl Ring","10000","1"
"13491","Moon Ring","10000","4"
"13492","Copper Ring +1","5000","0"
"13493","Brass Ring +1","3000","0"
"13494","Shell Ring +1","2000","0"
"13499","Leather Ring +1","2000","0"
"13498","Platinum Ring +1","70000","1"
"13502","Horn Ring +1","20000","1"
"13503","Carapace Ring +1","10000","0"
"13504","Merman's Ring","40000","0"
"13501","Beetle Ring +1","32500","4"
"13500","Bone Ring +1","10000","0"
"13506","Bomb Ring","20000","2"
"13507","Malflood Ring","1000","0"
"13511","Malflash Ring","1000","1"
"13509","Malfrost Ring","1000","0"
"13510","Malflame Ring","2000","1"
"13508","Maldust Ring","1000","0"
"13512","Malgust Ring","1000","1"
"13513","Scorpion Ring +1","50000","6"
"13516","Phalanx Ring","60000","4"
"13514","Archer's Ring","400000","0"
"13515","Electrum Ring","20000","3"
"13518","Silver Ring +1","5000","0"
"13521","Reflex Ring","50000","3"
"13523","Knowledge Ring","50000","0"
"13522","Courage Ring","150000","4"
"13519","Mythril Ring +1","10000","0"
"13520","Gold Ring +1","100000","1"
"13524","Balance Ring","100000","2"
"13525","Tranquility Ring","30000","0"
"13528","Hope Ring","80000","2"
"13527","Energy Ring","10000","0"
"13526","Stamina Ring","50000","0"
"13529","Alacrity Ring","40000","0"
"13530","Puissance Ring","150000","1"
"13531","Wisdom Ring","70000","0"
"13532","Deft Ring","150000","0"
"13534","Verve Ring","20000","0"
"13533","Solace Ring","20000","1"
"13535","Aura Ring","72500","0"
"13536","Loyalty Ring","50000","1"
"13537","Celerity Ring","100000","0"
"13539","Genius Ring","300000","0"
"13538","Victory Ring","250000","0"
"13540","Grace Ring","225000","0"
"13541","Serenity Ring","50000","0"
"13542","Vigor Ring","30000","0"
"13544","Allure Ring","40000","0"
"13546","Hard Leather Ring","2000","1"
"13547","Tiger Ring","30000","0"
"13545","Demon's Ring +1","12000","0"
"13548","Astral Ring","390000","1"
"13549","Ether Ring","50000","2"
"13550","Crossbowman Ring","5000","2"
"13552","Serket Ring","49000","10"
"13553","Blitz Ring","30000","1"
"13554","Aegis Ring","3000","2"
"13555","Peace Ring","10000","3"
"13556","Behemoth Ring +1","100000","0"
"13568","Scarlet Ribbon","5000","0"
"13570","Ram Mantle","5000","1"
"13571","Wolf Mantle","10000","0"
"13574","Black Ribbon","40000","1"
"13576","Night Cape","40000","1"
"13575","Ram Mantle +1","10000","1"
"13577","Black Cape","20000","0"
"13578","Blue Cape","10000","0"
"13579","Jester's Cape","6000","4"
"13583","Cape","10000","0"
"13585","White Cape","10000","0"
"13584","Cotton Cape","20000","6"
"13586","Red Cape","100000","3"
"13587","Rainbow Cape","20000","1"
"13588","Dhalmel Mantle","20000","6"
"13589","Tiger Mantle","10000","3"
"13590","Green Ribbon","20000","0"
"13591","Behemoth Mantle","30000","1"
"13592","Lizard Mantle","4000","0"
"13593","Raptor Mantle","70000","7"
"13594","Rabbit Mantle","20000","1"
"13596","Green Cape","2000","0"
"13595","Coeurl Mantle","1000","1"
"13597","Beak Mantle","5000","0"
"13598","Bat Cape","24500","9"
"13599","Rabbit Mantle +1","30000","0"
"13600","Dhalmel Mantle +1","10000","0"
"13602","Feral Mantle","10000","0"
"13601","Cotton Cape +1","10000","1"
"13603","Torama Mantle","10000","0"
"13604","Behem. Mantle +1","480000","2"
"13605","Cape +1","10000","0"
"13607","Mist Silk Cape","50000","1"
"13609","Wolf Mantle +1","50000","0"
"13608","Lizard Mantle +1","10000","0"
"13610","Black Cape +1","150000","0"
"13611","Red Cape +1","100000","0"
"13612","Dino Mantle","9951","1"
"13613","Traveler's Mantle","50000","3"
"13615","Sentinel's Mantle","10000","1"
"13616","Dodge Cape","10000","1"
"13617","Lightning Mantle","5000","0"
"13618","White Cape +1","20000","2"
"13619","Tern Cape","50000","2"
"13620","Jester's Cape +1","50000","1"
"13621","Beak Mantle +1","20000","0"
"13622","Amity Cape","5000","1"
"13623","Earth Mantle","10000","2"
"13624","Enhancing Mantle","10000","1"
"13625","Tundra Mantle","10000","2"
"13626","Blue Cape +1","41000","0"
"13627","Prism Cape","200000","2"
"13628","Hexerei Cape","30000","4"
"13629","Peace Cape","5000","4"
"13630","Peace Cape +1","250000","1"
"13631","Nomad's Mantle","100000","7"
"13632","Nomad's Mantle +1","375000","1"
"13634","Empwr. Mantle +1","100000","0"
"13633","Empwr. Mantle","20000","3"
"13635","Cvl. Mantle","20000","2"
"13636","Cvl. Mantle +1","30000","0"
"13637","Gaia Mantle","10000","2"
"13638","Gaia Mantle +1","50000","0"
"13639","Aurora Mantle","10000","1"
"13640","Aurora Mantle +1","100000","0"
"13641","Black Mantle","10000","3"
"13642","Black Mantle +1","20000","0"
"13643","Sarcenet Cape","20000","1"
"13644","Midnight Cape","80000","0"
"13645","Amemet Mantle","100000","7"
"13647","Settler's Cape","10000","0"
"13646","Amemet Mantle +1","700000","5"
"13648","Gigant Mantle","50000","4"
"13649","Taffeta Cape","20000","2"
"13651","Cheviot Cape","20000","2"
"13652","Umbra Cape","325000","0"
"13653","Desert Mantle","5000","2"
"13655","Sand Mantle","20000","3"
"13656","Errant Cape","20000","2"
"13659","Mercen. Mantle","10000","0"
"13660","Wrestler's Mantle","10000","0"
"13657","Mahatma Cape","1000000","0"
"13661","Healer's Mantle","10000","0"
"13662","Wizard's Mantle","5000","0"
"13663","Warlock's Mantle","30000","3"
"13664","Pilferer's Mantle","10000","1"
"13666","Killer Mantle","10000","2"
"13665","Esquire's Mantle","10000","1"
"13667","Trimmer's Mantle","5000","0"
"13668","Singer's Mantle","3000","0"
"13669","Beater's Mantle","10000","0"
"13671","Genin Mantle","30000","2"
"13672","Wyvern Mantle","30000","1"
"13670","Ashigaru Mantle","5","0"
"13673","Magician's Mantle","30000","2"
"13674","Agile Mantle","40000","1"
"13675","Rearguard Mantle","10000","0"
"13676","Heavy Mantle","10000","1"
"13677","Esoteric Mantle","30000","0"
"13678","Sniper's Mantle","30000","1"
"13679","Templar's Mantle","20000","2"
"13682","Ether Tank","5000","0"
"13684","Potion Tank","5000","0"
"13685","Invisible Mantle","10000","2"
"13686","Jaguar Mantle","100000","3"
"13683","Water Tank","10000","0"
"13687","Sapient Cape","20000","0"
"13688","Hi-Potion Tank","2000","3"
"13689","Hi-Ether Tank","2000","0"
"13690","Forager's Mantle","100000","7"
"13691","Knightly Mantle","50000","4"
"13692","Skulker's Cape","10000","4"
"13694","Psilos Mantle","50000","2"
"13695","Commander's Cape","30000","2"
"13696","Wool Gambison +1","19500","0"
"13697","Fine Jerkin","20000","0"
"13698","Beak Helm","10000","0"
"13699","Beak Jerkin","10000","0"
"13700","Beak Gloves","5000","0"
"13701","Beak Helm +1","30000","0"
"13704","Ogre Mask","37500","2"
"13702","Beak Ledelsens","10000","1"
"13703","Brigandine","50000","9"
"13705","Ogre Jerkin","50000","3"
"13706","Ogre Gloves","30000","5"
"13707","Strong Vest","24500","0"
"13708","Ogre Ledelsens","31000","1"
"13709","Cuir Bouilli +1","20000","0"
"13710","Brigandine +1","700000","1"
"13711","Carapace Mask","10000","7"
"13712","Carapace Harness","10000","3"
"13713","Carapace Mittens","10000","6"
"13714","Cpc. Harness +1","20000","0"
"13715","Cpc. Leggings","20000","1"
"13716","Bone Harness +1","30000","0"
"13717","Beetle Harness +1","100000","2"
"13718","Ryl.Ftm. Tunic","20000","1"
"13719","Ryl.Sqr. Robe","20000","0"
"13720","Ryl.Kgt. Cloak","20000","0"
"13722","Ryl.Kgt. Aketon","30000","0"
"13721","Irn.Msk. Gambison","30000","4"
"13723","Pyro Robe","10000","3"
"13724","Breastplate +1","30000","0"
"13725","Mage's Tunic","25000","0"
"13726","Mage's Robe","20000","0"
"13727","Dino Jerkin","10000","0"
"13728","Jujitsu Gi","200000","13"
"13729","Priest's Robe","50000","3"
"13731","Faerie Tunic","20000","2"
"13730","Frost Robe","6000","3"
"13732","Earth Doublet","50000","4"
"13734","Scp. Harness +1","800000","10"
"13733","Shinobi Gi +1","90000","0"
"13735","Haubergeon +1","800000","3"
"13736","Stolid Breastplate","40000","6"
"13737","Mtl. Brstplate +1","40000","0"
"13739","Beak Jerkin +1","30000","1"
"13740","Byrnie","60000","4"
"13741","Byrnie +1","1205000","2"
"13742","Aketon","100000","2"
"13743","Aketon +1","1000000","0"
"13744","Justaucorps","80000","3"
"13745","Justaucorps +1","200000","0"
"13746","Gem Cuirass","300000","0"
"13747","Gavial Mail +1","35000","0"
"13748","Vermillion Cloak","300000","12"
"13749","Royal Cloak","1000000","3"
"13750","Linen Doublet","10000","0"
"13751","Linen Doublet +1","50000","0"
"13752","Wool Doublet","50000","0"
"13753","Wool Doublet +1","70000","1"
"13754","Black Cotehardie","100000","1"
"13755","Flora Cotehardie","100000","0"
"13756","Dst. Cuirass +1","100000","1"
"13757","Lord's Cuirass","80000","2"
"13758","King's Cuirass","7227749","0"
"13759","Perle Hauberk","55000","4"
"13761","Cor. Scale Mail +1","600000","0"
"13760","Aurore Doublet","95500","7"
"13762","Dragon Mail +1","125000","0"
"13763","Feral Jerkin","20000","0"
"13764","Torama Jerkin","20000","0"
"13765","Dst. Harness +1","300000","0"
"13766","Merman's Harness","300000","0"
"13767","Demon's Harness","40000","3"
"13768","Dmn. Harness +1","400000","0"
"13769","Hara-Ate +1","100000","3"
"13770","War Shinobi Gi +1","400000","0"
"13771","War Aketon +1","400000","0"
"13772","Bloody Aketon","30000","4"
"13774","Aristocrat's Coat","500000","1"
"13776","Blue Cotehard. +1","400000","1"
"13775","Blue Cotehardie","60000","3"
"13777","Silk Cloak +1","60000","1"
"13778","Teal Saio","30000","6"
"13779","Black Cloak","80000","4"
"13780","Demon's Cloak","100000","0"
"13783","Iron Scale Mail","10000","3"
"13784","Iron Scale Mail +1","25500","0"
"13785","Steel Scale Mail","11000","1"
"13786","Stl. Scale Mail +1","50000","0"
"13789","Cpc. Breastplate","20000","0"
"13790","Cpc. Brstplate +1","150000","0"
"13792","Grim Cuirass","50000","1"
"13794","Heavy Cuirass","200010000","1"
"13793","Hauberk +1","600000","2"
"13795","Arhat's Gi","50000","2"
"13796","Bishop's Robe","50000","0"
"13797","Bishop's Robe +1","100000","0"
"13799","Gaia Doublet +1","80000","0"
"13798","Gaia Doublet","30000","1"
"13800","Master's Gi","50000","0"
"13801","Master's Gi +1","1000000","0"
"13802","Arhat's Gi +1","100000","1"
"13806","Vgd. Tunica","20000","1"
"13807","Nomad's Tunica","20000","0"
"13808","Fsh. Tunica","20000","9"
"13809","Angler's Tunica","200000","0"
"13810","Choc. Jack Coat","20000","0"
"13811","Rider's Jack Coat","50000","0"
"13812","Holy Breastplate","100000","3"
"13813","Divine Breastplate","300000","0"
"13814","Austere Robe","150000","4"
"13815","Penance Robe","1500000","0"
"13816","Narasimha's Vest","40000","0"
"13817","Vishnu's Vest","400000","0"
"13818","Garrison Tunica","100000","6"
"13823","Regen Cuirass","10000","0"
"13824","Strong Bandana","10000","0"
"13825","Bone Hairpin +1","8500","2"
"13826","Bone Mask +1","30000","0"
"13827","Beetle Mask +1","20000","2"
"13828","Horn Hairpin +1","10000","0"
"13829","Carapace Mask +1","20000","0"
"13830","Lgn. Circlet","10000","2"
"13831","Sallet +1","20000","0"
"13832","Banded Helm +1","20000","0"
"13833","Noble's Ribbon","20000","1"
"13834","Mage's Hat","10000","0"
"13835","Dino Helm","20000","0"
"13836","Shell Hairpin +1","20000","0"
"13837","Bonze's Circlet","2000","1"
"13838","Dodge Headband","4000","2"
"13840","Electrum Hairpin","20000","0"
"13839","Marine Hat","6000","1"
"13841","Valkyrie's Mask","40000","0"
"13844","Shn. Hachigane +1","99500","0"
"13845","Celata +1","105000","0"
"13846","Scorpion Helm","40000","2"
"13847","Mythril Sallet +1","45000","0"
"13848","Gilt Armet","1000000","0"
"13849","Gold Hairpin +1","60000","0"
"13850","Merman's Hairpin","15000","0"
"13851","Silk Headband +1","50000","0"
"13854","Green Ribbon +1","20000","0"
"13858","Prism Headband","30000","0"
"13859","Coral Visor +1","210000","0"
"13860","Dragon Mask +1","30000","0"
"13861","Feral Helm","100000","0"
"13862","Torama Mask","8000","0"
"13863","Darksteel Cap +1","47500","0"
"13865","Zunari Kabuto +1","40000","0"
"13864","Merman's Cap","200000","0"
"13866","Green Beret +1","30000","0"
"13867","War Beret +1","30000","0"
"13873","Steel Visor","10000","1"
"13872","Iron Visor +1","10000","0"
"13871","Iron Visor","10000","2"
"13874","Steel Visor +1","20000","0"
"13875","Msn. Jinpachi","9450","4"
"13879","Carapace Helm +1","50000","0"
"13878","Carapace Helm","22034","0"
"13881","Arhat's Jinpachi","30000","7"
"13882","Corsair's Hat","10000","1"
"13883","Corsair's Hat +1","7000","0"
"13884","Jester's Headband","10000","1"
"13885","Jgl. Headband","50000","0"
"13886","Arh. Jinpachi +1","90000","1"
"13887","Black Sallet","50000","1"
"13888","Onyx Sallet","66666666","0"
"13889","Bastokan Cap","10000","0"
"13890","Republic Cap","10000","0"
"13892","Kingdom Helm","75000","0"
"13891","San d'Orian Helm","10000","3"
"13893","Irn.Msk. Armet +1","20000","2"
"13894","Irn.Msk. Armet +2","70000","0"
"13895","San. Bandana","10000","0"
"13896","Kingdom Bandana","20000","0"
"13897","Bastokan Visor","10000","1"
"13898","Republic Visor","25000","0"
"13899","Bastokan Circlet","5000","2"
"13900","Republic Circlet","30000","0"
"13901","Win. Hachimaki","30000","2"
"13902","Fed. Hachimaki","25000","0"
"13903","Win. Headgear","20000","2"
"13904","Fed. Headgear","30000","0"
"13905","T.M. Hat +1","20000","3"
"13906","T.M. Hat +2","215000","0"
"13907","Ogre Mask +1","55000","0"
"13910","Roshi Jinpachi","20000","1"
"13918","Tiger Mask","50000","0"
"13919","Feral Mask","20000","0"
"13920","Wyvern Helm","100000","2"
"13922","Demon Helm","40000","2"
"13921","Wyvern Helm +1","300000","0"
"13923","Demon Helm +1","30000","0"
"13925","Rst. Jinpachi","50000","2"
"13926","Rst. Jinpachi +1","300000","0"
"13929","Errant Hat","20000","0"
"13930","Mahatma Hat","30000","0"
"13931","Lilac Corsage","50000","2"
"13932","Gala Corsage","300000","0"
"13936","Dragon Cap","16000","0"
"13937","Dragon Cap +1","1000000","0"
"13938","Dusk Mask +1","400000","0"
"13940","Penance Hat","100000","0"
"13941","Gem Barbuta","200000","0"
"13939","Austere Hat","40000","5"
"13943","Panther Mask +1","250000","2"
"13942","Panther Mask","40000","3"
"13944","Gavial Mask +1","40000","0"
"13949","Roshi Jinpachi +1","300000","0"
"13950","Elite Beret","10000","1"
"13951","Elite Beret +1","100000","0"
"13953","White Mitts +1","22500","0"
"13952","Ochiudo's Kote","400000","8"
"13955","Shinobi Tekko +1","50000","0"
"13956","Scp. Mittens +1","20000","0"
"13957","Yasha Tekko","40000","1"
"13958","Mythril Gnt. +1","50000","0"
"13959","Gilt Gauntlets","50000","0"
"13960","Beak Gloves +1","14000","0"
"13977","Light Gauntlets","20000","1"
"13976","Dst. Mufflers +1","30000","0"
"13978","Aiming Bracelets","10000","3"
"13980","Silver Bangles +1","10000","0"
"13979","Silver Bangles","10000","2"
"13981","Turtle Bangles","30000","2"
"13982","Turtle Bangles +1","10000","0"
"13983","Gold Bangles","20000","0"
"13984","Gold Bangles +1","50000","0"
"13985","Platinum Bangles","30000","1"
"13986","Ptm. Bangles +1","100000","0"
"13987","Coral Bangles","30000","4"
"13988","Merman's Bangles","151000","0"
"13989","Dst. Gauntlets +1","50000","0"
"13990","Coral Fng. Gnt. +1","160000","0"
"13992","Feral Gloves","20000","0"
"13991","Dragon F. Gnt. +1","19000","0"
"13993","Torama Gloves","30000","0"
"13994","Dst. Mittens +1","50000","0"
"13995","Merman's Mittens","100000","0"
"13996","Kote +1","50000","0"
"13997","Battle Bracers +1","20000","0"
"13998","War Gloves +1","25000","0"
"13999","Aristocrat's Mitts","150000","0"
"14000","Silk Mitts +1","10000","0"
"14001","Iron Fng. Gnt.","10000","3"
"14002","Iron Fng. Gnt. +1","20000","0"
"14004","Steel Fng. Gnt. +1","10000","0"
"14003","Steel Fng. Gnt.","10000","1"
"14005","Monsoon Tekko","10000","5"
"14008","Cpc. Gauntlets","30000","1"
"14009","Cpc. Gauntlets +1","30000","0"
"14010","Black Gadlings","50000","0"
"14012","Thick Mufflers +1","60000","0"
"14011","Onyx Gadlings","125000","0"
"14018","Gigas Bracelets","10000","2"
"14019","Ogygos's Brc.","30000","1"
"14020","Enkelados's Brc.","30000","7"
"14021","Pallas's Bracelets","200000","7"
"14022","Alkyoneus's Brc.","40000","2"
"14023","Arhat's Tekko","27500","2"
"14025","Dvt. Mitts +1","30000","0"
"14024","Devotee's Mitts","10000","5"
"14026","Hailstorm Tekko","40000","3"
"14027","Hailst. Tekko +1","81668","0"
"14028","Arhat's Tekko +1","40000","0"
"14029","R.K. Mufflers +1","20000","2"
"14031","Bastokan Mittens","20000","1"
"14030","R.K. Mufflers +2","60000","0"
"14032","Republic Mittens","30000","0"
"14033","San. Mufflers","20000","2"
"14034","Kingdom Mufflers","50000","0"
"14035","Irn.Msk. Gnt. +1","30000","4"
"14036","Irn.Msk. Gnt. +2","100000","0"
"14037","San. Gloves","20000","0"
"14038","Kingdom Gloves","20000","0"
"14039","Bas. F. Gauntlets","10000","1"
"14040","Rep. F. Gauntlets","33000","0"
"14043","Windurstian Tekko","20000","2"
"14044","Federation Tekko","20000","0"
"14045","Win. Gloves","10000","0"
"14046","Federation Gloves","30000","0"
"14047","C.C. Mitts +1","35000","0"
"14048","C.C. Mitts +2","20000","0"
"14049","T.M. Cuffs +1","10000","2"
"14050","T.M. Cuffs +2","100000","0"
"14051","Alumine Moufles","10000","1"
"14052","Luisant Moufles","500000","3"
"14053","Trader's Cuffs","10000","1"
"14054","Baron's Cuffs","100000","0"
"14055","Unicorn Mittens","30000","1"
"14056","Ucn. Mittens +1","1500000","0"
"14057","Ogre Gloves +1","500000","0"
"14065","Garden Bangles","30000","6"
"14066","Feronia's Bangles","300000","0"
"14067","Tarasque Mitts","30000","3"
"14068","Vgd. Gloves","30000","2"
"14069","Nomad's Gloves","15000","0"
"14070","Fsh. Gloves","50000","4"
"14071","Angler's Gloves","120000","1"
"14072","Chocobo Gloves","5000","1"
"14073","Rider's Gloves","3000","1"
"14074","Tarasque Mitts +1","40000","0"
"14080","Strider Boots","300000","8"
"14078","Errant Cuffs","30000","0"
"14079","Mahatma Cuffs","50000","0"
"14082","Shn. Kyahan +1","60000","0"
"14083","Scp. Leggings +1","14500","0"
"14084","Dst. Sollerets +1","20000","0"
"14087","Gilt Sabatons","100000","0"
"14086","Mtl. Leggings +1","50000","0"
"14088","Bk. Ledelsens +1","100000","0"
"14105","Dst. Sabatons +1","100000","0"
"14104","Battle Boots +1","13000","0"
"14106","Coral Greaves +1","200000","2"
"14107","Drg. Greaves +1","30000","0"
"14108","Feral Ledelsens","30000","0"
"14109","Torama Ledelsens","20000","0"
"14110","Dst. Leggings +1","450000","0"
"14111","Mmn. Leggings","125000","0"
"14112","Sune-Ate +1","100000","0"
"14113","War Boots +1","140000","0"
"14115","Silk Pumps +1","30000","0"
"14117","Rusty Leggings","5000","6"
"14116","Opaline Boots","200000","1"
"14118","Iron Greaves","10000","3"
"14119","Iron Greaves +1","20000","0"
"14120","Steel Greaves","10000","0"
"14121","Steel Greaves +1","20000","0"
"14122","Monsoon Kyahan","5000","4"
"14125","Ceremonial Boots","1170905","0"
"14127","Thick Sollerets +1","50000","0"
"14128","Kung Fu Shoes","20000","0"
"14129","Arhat's Sune-Ate","10000","1"
"14130","Wulong Shoes","20000","2"
"14131","Wulong Shoes +1","325000","0"
"14132","Winged Boots","100000","0"
"14133","Winged Boots +1","350000","0"
"14134","Air Solea","25000","3"
"14135","Air Solea +1","80000","0"
"14136","Arh. Sune-Ate +1","80000","0"
"14137","R.K. Sollerets +1","20000","0"
"14138","R.K. Sollerets +2","200000","0"
"14139","Bas. Leggings","10000","0"
"14140","Republic Leggings","10000","0"
"14141","San. Sollerets","10000","0"
"14142","Kingdom Sollerets","130000","0"
"14143","Irn.Msk. Sbtn. +1","20000","1"
"14144","Irn.Msk. Sbtn. +2","850000","0"
"14145","San d'Orian Boots","10000","0"
"14146","Kingdom Boots","20000","0"
"14147","Bastokan Greaves","20000","4"
"14148","Republic Greaves","20000","0"
"14149","San d'Orian Clogs","25000","0"
"14150","Kingdom Clogs","30000","0"
"14151","Win. Kyahan","30000","0"
"14153","Win. Gaiters","20000","1"
"14152","Fed. Kyahan","350000","0"
"14154","Federation Gaiters","20000","0"
"14155","C.C. Shoes +1","20000","1"
"14156","C.C. Shoes +2","42500","0"
"14157","T.M. Pigaches +1","10000","1"
"14159","Ogre Ledelsens +1","100000","0"
"14158","T.M. Pigaches +2","350000","0"
"14164","Inferno Sabots","40000","1"
"14165","Inferno Sabots +1","150000","0"
"14166","Desert Boots","20000","4"
"14167","Desert Boots +1","100000","1"
"14169","Vagabond's Boots","20000","0"
"14170","Nomad's Boots","10000","0"
"14171","Fisherman's Boots","10000","4"
"14172","Angler's Boots","200000","3"
"14173","Chocobo Boots","20000","1"
"14174","Rider's Boots","10000","0"
"14177","Worker Boots","50000","0"
"14176","Field Boots","20000","2"
"14179","Rst. Sune-Ate +1","100000","0"
"14178","Rasetsu Sune-Ate","100000","7"
"14183","Mahatma Pigaches","30000","0"
"14182","Errant Pigaches","60000","3"
"14186","Dragon Leggings","30000","2"
"14187","Drn. Leggings +1","80000","0"
"14188","Dusk Ledelsens +1","400000","0"
"14189","Austere Sabots","60000","2"
"14190","Penance Sabots","500000","0"
"14191","Heroic Boots","20000","0"
"14192","Heroic Boots +1","650000","0"
"14193","Gem Sabatons","400000","0"
"14194","Gavial Greaves +1","80000","0"
"14197","Dance Shoes +1","50000","0"
"14198","Marine M Boots","30000","2"
"14196","Dance Shoes","20000","0"
"14199","Marine F Boots","20000","4"
"14200","Wood M Ledelsens","30000","1"
"14201","Wood F Ledelsens","30000","4"
"14202","Creek M Clomps","40000","1"
"14203","Creek F Clomps","25000","0"
"14204","River Gaiters","40000","3"
"14205","Dune Sandals","30000","4"
"14206","Garrison Boots","90000","2"
"14207","Noct Gaiters +1","40000","0"
"14208","Scp. Subligar +1","30000","0"
"14209","Dst. Breeches +1","30000","0"
"14210","Perle Brayettes","100000","2"
"14211","Mythril Cuisses +1","20000","0"
"14212","Gilt Cuisses","500000","0"
"14213","Beak Trousers +1","20000","0"
"14229","Dst. Cuisses +1","60000","3"
"14230","Coral Cuisses +1","100000","0"
"14232","Feral Trousers","50000","0"
"14231","Dragon Cuisses +1","20000","0"
"14233","Torama Trousers","30000","0"
"14234","Dst. Subligar +1","300000","0"
"14235","Merman's Subligar","80000","0"
"14236","Haidate +1","75000","0"
"14237","Battle Hose +1","52500","0"
"14238","War Brais +1","30000","0"
"14239","Aristo. Slacks","200000","0"
"14240","Silk Slacks +1","40000","0"
"14242","Rusty Subligar","3000","3"
"14243","Iron Cuisses","10000","3"
"14244","Iron Cuisses +1","20000","0"
"14245","Steel Cuisses","20000","1"
"14246","Steel Cuisses +1","40000","0"
"14250","Ceremonial Hose","300000","1"
"14249","Opaline Hose","100000","1"
"14252","Thick Breeches +1","100000","0"
"14253","Arhat's Hakama","100000","4"
"14254","Master's Sitabaki","25000","0"
"14255","Mst. Sitabaki +1","60000","0"
"14256","Arhat's Hakama +1","52500","0"
"14257","Aurore Brais","100000","14"
"14258","Teal Slops","30000","0"
"14259","Bastokan Subligar","50000","1"
"14260","Republic Subligar","250000","0"
"14261","Ryl.Sqr. Brch. +1","20000","1"
"14262","Ryl.Sqr. Brch. +2","55000","0"
"14263","I.M. Cuisses +1","20000","3"
"14264","I.M. Cuisses +2","600000","0"
"14265","San. Trousers","30000","1"
"14266","Kingdom Trousers","100000","1"
"14268","Republic Cuisses","40000","0"
"14267","Bastokan Cuisses","20000","2"
"14269","Win. Sitabaki","10000","0"
"14270","Fed. Sitabaki","20000","0"
"14271","Windurstian Brais","10000","3"
"14272","Federation Brais","30000","0"
"14274","Federation Slops","30000","0"
"14273","Windurstian Slops","30000","2"
"14275","C.C. Slacks +1","30000","3"
"14276","C.C. Slacks +2","50000","0"
"14278","T.M. Slops +2","800000","0"
"14277","T.M. Slops +1","20000","0"
"14279","Ogre Trousers +1","70000","0"
"14284","Northern Jerkin","10000","1"
"14285","Tundra Jerkin","50000","0"
"14288","Clown's Subligar","30000","1"
"14289","Cln. Subligar +1","270000","0"
"14290","Vagabond's Hose","40000","2"
"14291","Nomad's Hose","20000","0"
"14292","Fisherman's Hose","45000","2"
"14293","Angler's Hose","200000","0"
"14295","Rider's Hose","10000","0"
"14294","Chocobo Hose","10000","0"
"14297","Field Hose","30000","3"
"14298","Worker Hose","50000","0"
"14299","Rst. Hakama","50000","1"
"14300","Rst. Hakama +1","200000","0"
"14302","Mahatma Slops","100000","1"
"14301","Errant Slops","30000","1"
"14305","Dragon Subligar","35000","4"
"14306","Drn. Subligar +1","80000","0"
"14307","Dusk Trousers +1","200000","0"
"14310","Austere Slops","50000","1"
"14311","Penance Slops","1000000","0"
"14314","Garrison Hose","100000","0"
"14312","Gem Cuisses","100000","1"
"14313","Gavial Cuisses +1","50000","0"
"14315","Sha'ir Seraweels","25000","1"
"14316","Sheikh Seraweels","300000","0"
"14317","Barone Cosciales","100000","0"
"14319","Bison Kecks","100000","5"
"14318","Conte Cosciales","100000","0"
"14320","Brave's Kecks","100000","0"
"14321","Igqira Lappas","30000","0"
"14322","Genie Lappas","100000","0"
"14323","Noct Brais","20000","2"
"14325","Seer's Slacks","20000","1"
"14324","Mist Slacks","100000","6"
"14326","Garish Slacks","10000","1"
"14327","Shade Tights","19000","2"
"14328","Seer's Slacks +1","100000","1"
"14329","Eisendiechlings","15000","2"
"14330","Rubious Slacks","20000","0"
"14331","Shade Tights +1","50000","0"
"14332","Kampfdiechlings","90000","0"
"14333","Noct Brais +1","50000","1"
"14334","Shm. Haidate","40000","8"
"14335","Nokizaru Hakama","50000","2"
"14336","Juogi","200000","0"
"14338","Bastokan Harness","20000","1"
"14339","Republic Harness","40000","0"
